id_buku,judul_buku,deskripsi,kategori,user,penulis,rating,ulasan,tahun_terbit
103,Resep Makanan Sehat,"Buku ini berisi kumpulan resep makanan sehat yang cocok untuk gaya hidup modern, dengan penekanan pada gizi seimbang dan cita rasa.",Tata Boga,User112,Dian Santoso,10,Buku ini cukup membantu,2015
104,Masakan Khas Sumatera,"Buku ini menjelaskan berbagai masakan khas dari Sumatera, lengkap dengan resep dan teknik memasak yang otentik.",Tata Boga,User130,Ahmad Wijaya,8,Buku ini cukup membantu,2020
105,Kue Tradisional,"Buku ini menyajikan berbagai resep kue tradisional dari berbagai daerah di Indonesia, dilengkapi dengan panduan langkah demi langkah.",Tata Boga,User27,Rizky Pratama,7,"Kurang mendalam, tetapi cukup bagus",2015
106,Teknik Mengolah Ayam,"Buku ini mengulas teknik-teknik mengolah ayam untuk berbagai jenis masakan, dari yang tradisional hingga modern.",Tata Boga,User150,Indra Azis,10,Materinya menarik dan mudah dipahami,2021
107,Resep Masakan Berbumbu,"Buku ini menawarkan berbagai resep masakan berbumbu dengan cita rasa kuat, cocok untuk para pecinta makanan pedas dan kaya rempah.",Tata Boga,User133,Siti Haryanto,10,Materinya menarik dan mudah dipahami,2018
108,Makanan Pembuka Internasional,"Buku ini mengulas berbagai resep makanan pembuka dari berbagai negara, dengan teknik penyajian yang elegan dan lezat.",Tata Boga,User180,Fajar Rahman,7,Materinya menarik dan mudah dipahami,2016
109,Pengolahan Makanan Laut,"Buku ini membahas cara mengolah berbagai jenis makanan laut, dari teknik persiapan hingga memasak untuk menjaga rasa dan tekstur.",Tata Boga,User64,Yusuf Purnomo,8,Informasinya sangat lengkap,2019
110,Kue Modern,"Buku ini menyajikan berbagai resep kue modern yang inovatif, dengan penekanan pada estetika dan rasa yang menarik.",Tata Boga,User40,Hilmi Wijaya,7,"Kurang mendalam, tetapi cukup bagus",2023
111,Teknik Menghias Kue,"Buku ini menawarkan panduan dalam menghias kue, mulai dari teknik dasar hingga teknik lanjutan untuk membuat kue terlihat indah.",Tata Boga,User84,Hilmi Purnomo,8,Informasinya sangat lengkap,2017
112,Resep Masakan Vegetarian,"Buku ini berisi resep masakan vegetarian yang lezat dan sehat, dengan berbagai variasi yang menarik dan mudah dibuat.",Tata Boga,User100,Ahmad Kusuma,9,Sangat baik dan bermanfaat,2017
113,Pengolahan Makanan Panggang,"Buku ini menjelaskan teknik-teknik pengolahan makanan panggang, termasuk penggunaan oven dan alat lainnya untuk hasil yang optimal.",Tata Boga,User147,Indra Azis,9,Materinya menarik dan mudah dipahami,2018
114,Masakan Khas Bali,"Buku ini membahas berbagai masakan khas dari Bali, lengkap dengan resep dan cara memasak yang mempertahankan cita rasa aslinya.",Tata Boga,User62,Fajar Rahman,8,"Kurang mendalam, tetapi cukup bagus",2017
115,Teknik Membuat Sushi,"Buku ini mengajarkan cara membuat sushi dengan teknik yang benar, mencakup berbagai jenis sushi dari yang tradisional hingga modern.",Tata Boga,User199,Indra Purnomo,10,Sangat baik dan bermanfaat,2023
116,Resep Makanan Penutup,"Buku ini menyajikan berbagai resep makanan penutup yang lezat dan mudah dibuat, cocok untuk melengkapi hidangan utama.",Tata Boga,User183,Rizky Haryanto,7,Materinya menarik dan mudah dipahami,2015
117,Teknik Memasak Cepat,"Buku ini membahas teknik memasak cepat yang efektif dan efisien, ideal untuk memasak dalam waktu singkat tanpa mengurangi kualitas rasa.",Tata Boga,User134,Ayu Putra,9,Sangat baik dan bermanfaat,2021
118,Masakan Khas Sunda,"Buku ini mengulas berbagai masakan khas Sunda, lengkap dengan resep yang autentik dan cara penyajian yang tradisional.",Tata Boga,User4,Hilmi Pratama,9,Materinya menarik dan mudah dipahami,2023
119,Pengolahan Ikan,"Buku ini menjelaskan cara mengolah ikan untuk berbagai jenis masakan, termasuk teknik pembersihan dan memasak yang tepat.",Tata Boga,User42,Budi Haryanto,9,Materinya menarik dan mudah dipahami,2022
120,Resep Kue Kering,"Buku ini menyajikan berbagai resep kue kering yang cocok untuk berbagai acara, dilengkapi dengan tips dan trik untuk hasil yang sempurna.",Tata Boga,User55,Yusuf Purnomo,9,Sangat baik dan bermanfaat,2017
121,Teknik Memanggang,"Buku ini menawarkan teknik memanggang yang efektif, mencakup berbagai jenis makanan dari daging hingga sayuran.",Tata Boga,User94,Fajar Rahman,9,Materinya menarik dan mudah dipahami,2017
122,Masakan Khas Sulawesi,"Buku ini membahas berbagai masakan khas dari Sulawesi, dilengkapi dengan resep dan cara memasak yang otentik.",Tata Boga,User138,Ayu Pratama,7,"Kurang mendalam, tetapi cukup bagus",2023
123,Pengolahan Daging Kambing,"Buku ini mengulas teknik pengolahan daging kambing, mencakup cara-cara untuk menghilangkan bau prengus dan memasak dengan rasa yang lezat.",Tata Boga,User190,Dian Haryanto,10,"Kurang mendalam, tetapi cukup bagus",2021
124,Resep Masakan Pedas,"Buku ini berisi resep masakan pedas yang cocok untuk para pecinta rasa pedas, dengan variasi dari berbagai daerah.",Tata Boga,User111,Indra Putra,8,"Kurang mendalam, tetapi cukup bagus",2021
125,Teknik Menyusun Menu,"Buku ini menawarkan teknik menyusun menu yang seimbang dan menarik, mencakup berbagai jenis hidangan untuk setiap kesempatan.",Tata Boga,User193,Ayu Kusuma,9,Informasinya sangat lengkap,2021
126,Masakan Khas Kalimantan,"Buku ini mengulas berbagai masakan khas dari Kalimantan, lengkap dengan resep dan cara memasak yang mempertahankan cita rasa asli.",Tata Boga,User40,Budi Kusuma,10,Buku ini cukup membantu,2017
127,Pengolahan Sayuran,"Buku ini membahas teknik-teknik pengolahan sayuran untuk berbagai jenis masakan, dari yang tradisional hingga modern.",Tata Boga,User39,Indra Azis,7,Sangat baik dan bermanfaat,2021
128,Resep Masakan Manis,"Buku ini menyajikan berbagai resep masakan manis yang cocok untuk pencuci mulut atau camilan, dengan cita rasa yang khas.",Tata Boga,User71,Budi Azis,9,Buku ini cukup membantu,2019
129,Teknik Memasak Tradisional,"Buku ini mengulas teknik memasak tradisional yang diwariskan dari generasi ke generasi, dengan fokus pada cara memasak yang autentik.",Tata Boga,User138,Indra Azis,8,"Kurang mendalam, tetapi cukup bagus",2018
130,Masakan Khas Maluku,"Buku ini membahas berbagai masakan khas dari Maluku, lengkap dengan resep dan teknik memasak yang otentik.",Tata Boga,User91,Indra Wijaya,9,Sangat baik dan bermanfaat,2020
131,Pengolahan Pasta,"Buku ini menawarkan panduan dalam mengolah pasta, dari cara pembuatan hingga teknik memasak berbagai jenis pasta yang lezat.",Tata Boga,User132,Indra Kusuma,8,Materinya menarik dan mudah dipahami,2018
132,Resep Makanan Penutup Internasional,"Buku ini menyajikan berbagai resep makanan penutup internasional, dengan penekanan pada keunikan rasa dan presentasi.",Tata Boga,User1,Yusuf Haryanto,8,Informasinya sangat lengkap,2020
133,Teknik Membuat Cokelat,"Buku ini mengajarkan teknik membuat cokelat dari awal, mencakup berbagai jenis cokelat dan penggunaannya dalam pembuatan kue dan permen.",Tata Boga,User145,Rizky Kusuma,8,Materinya menarik dan mudah dipahami,2022
134,Masakan Khas Papua,"Buku ini mengulas berbagai masakan khas Papua, dilengkapi dengan resep dan cara memasak yang mempertahankan keaslian rasa.",Tata Boga,User164,Budi Azis,10,Informasinya sangat lengkap,2020
135,Pengolahan Telur,"Buku ini menawarkan panduan dalam mengolah telur untuk berbagai jenis masakan, dari yang sederhana hingga yang kompleks.",Tata Boga,User23,Fajar Pratama,9,Buku ini cukup membantu,2018
136,Resep Makanan Penutup Tradisional,"Buku ini menyajikan berbagai resep makanan penutup tradisional dari berbagai daerah di Indonesia, lengkap dengan cara pembuatannya.",Tata Boga,User112,Indra Wijaya,7,Informasinya sangat lengkap,2022
137,Teknik Mengolah Nasi,"Buku ini menawarkan panduan dalam mengolah nasi, mencakup berbagai teknik memasak nasi tradisional dan modern.",Tata Boga,User90,Indra Purnomo,9,Informasinya sangat lengkap,2015
138,Masakan Khas Betawi,"Buku ini mengulas berbagai masakan khas Betawi, lengkap dengan resep dan cara memasak yang mempertahankan cita rasa asli.",Tata Boga,User135,Ayu Kusuma,10,Informasinya sangat lengkap,2020
139,Pengolahan Bahan Lokal,Buku ini memberikan panduan dalam pengolahan bahan lokal untuk dijadikan berbagai masakan yang lezat dan bernutrisi.,Tata Boga,User98,Rizky Kusuma,7,Sangat baik dan bermanfaat,2018
140,Resep Makanan Sehat dan Lezat,"Buku ini menyajikan resep makanan sehat dan lezat, cocok untuk diet seimbang dan gaya hidup sehat.",Tata Boga,User200,Indra Kusuma,10,Informasinya sangat lengkap,2019
141,Teknik Mengolah Makanan Ringan,"Buku ini membahas teknik mengolah makanan ringan, mencakup berbagai jenis snack dan camilan dengan cara yang sehat.",Tata Boga,User143,Fajar Rahman,10,Buku ini cukup membantu,2020
142,Masakan Khas Aceh,"Buku ini mengulas berbagai masakan khas Aceh, lengkap dengan resep dan teknik memasak yang otentik.",Tata Boga,User39,Fajar Putra,9,Materinya menarik dan mudah dipahami,2019
143,Pengolahan Makanan Cepat Saji,Buku ini menawarkan panduan dalam pengolahan makanan cepat saji yang sehat dan lezat.,Tata Boga,User127,Dian Siregar,9,"Kurang mendalam, tetapi cukup bagus",2017
144,Resep Makanan Vegetarian,"Buku ini menyajikan berbagai resep makanan vegetarian yang sehat dan mudah dibuat, dengan variasi yang menarik.",Tata Boga,User182,Ahmad Kusuma,10,Informasinya sangat lengkap,2017
145,Teknik Mengolah Daging Merah,Buku ini mengajarkan teknik mengolah daging merah dengan cara yang sehat dan tetap mempertahankan cita rasa.,Tata Boga,User147,Fajar Pratama,10,"Kurang mendalam, tetapi cukup bagus",2022
146,Masakan Khas Lampung,"Buku ini membahas berbagai masakan khas Lampung, lengkap dengan resep dan cara memasak yang otentik.",Tata Boga,User181,Indra Putra,10,"Kurang mendalam, tetapi cukup bagus",2016
147,Pengolahan Roti,"Buku ini menawarkan panduan dalam pengolahan roti, dari teknik dasar hingga variasi roti yang modern.",Tata Boga,User91,Ahmad Purnomo,8,Buku ini cukup membantu,2017
148,Resep Minuman Segar,"Buku ini menyajikan berbagai resep minuman segar yang cocok untuk berbagai acara, dari yang tradisional hingga modern.",Tata Boga,User149,Indra Pratama,9,"Kurang mendalam, tetapi cukup bagus",2015
149,Teknik Membuat Saus,Buku ini mengajarkan cara membuat saus yang lezat dan cocok untuk berbagai jenis masakan.,Tata Boga,User68,Ayu Pratama,10,Informasinya sangat lengkap,2018
150,Masakan Khas Medan,"Buku ini mengulas berbagai masakan khas Medan, lengkap dengan resep dan cara memasak yang mempertahankan cita rasa asli.",Tata Boga,User14,Fajar Azis,10,Informasinya sangat lengkap,2020
151,Pengolahan Panganan Cepat Saji,Buku ini menawarkan panduan dalam pengolahan makanan cepat saji dengan cara yang lebih sehat dan efisien.,Tata Boga,User162,Ayu Kusuma,7,Buku ini cukup membantu,2023
152,Resep Makanan Berbumbu,Buku ini menyajikan berbagai resep masakan berbumbu dengan cita rasa khas yang kaya rempah.,Tata Boga,User95,Indra Siregar,8,Materinya menarik dan mudah dipahami,2016
153,Teknik Menghias Piring,Buku ini mengajarkan teknik menghias piring agar hidangan terlihat lebih menarik dan elegan.,Tata Boga,User73,Dian Haryanto,10,Buku ini cukup membantu,2022
154,Masakan Khas Makassar,"Buku ini membahas berbagai masakan khas dari Makassar, dilengkapi dengan resep dan cara memasak yang otentik.",Tata Boga,User14,Indra Putra,9,Materinya menarik dan mudah dipahami,2022
155,Pengolahan Makanan Halal,Buku ini memberikan panduan dalam pengolahan makanan halal dengan cara yang benar dan sesuai syariah.,Tata Boga,User126,Hilmi Rahman,7,Buku ini cukup membantu,2016
156,Resep Hidangan Penutup,"Buku ini menyajikan berbagai resep hidangan penutup yang lezat dan mudah dibuat, cocok untuk melengkapi berbagai jenis hidangan.",Tata Boga,User17,Indra Purnomo,7,Materinya menarik dan mudah dipahami,2021
157,Teknik Mengolah Ikan Laut,"Buku ini menawarkan teknik mengolah ikan laut untuk berbagai jenis masakan, dari yang tradisional hingga modern.",Tata Boga,User99,Indra Kusuma,9,Buku ini cukup membantu,2023
158,Masakan Khas Palembang,"Buku ini mengulas berbagai masakan khas Palembang, lengkap dengan resep dan teknik memasak yang otentik.",Tata Boga,User99,Budi Azis,8,"Kurang mendalam, tetapi cukup bagus",2017
159,Pengolahan Makanan Sehat,Buku ini memberikan panduan dalam pengolahan makanan sehat untuk menjaga keseimbangan gizi dan kesehatan.,Tata Boga,User136,Dian Santoso,10,Sangat baik dan bermanfaat,2020
160,Resep Makanan Vegetarian Internasional,Buku ini menyajikan berbagai resep makanan vegetarian internasional dengan cita rasa yang lezat dan mudah dibuat.,Tata Boga,User118,Fajar Rahman,7,"Kurang mendalam, tetapi cukup bagus",2022
161,Teknik Mengolah Makanan Tradisional,"Buku ini mengajarkan teknik mengolah makanan tradisional dengan cara yang benar, mempertahankan keaslian rasa.",Tata Boga,User14,Hilmi Pratama,8,Sangat baik dan bermanfaat,2019
162,Masakan Khas Banten,"Buku ini membahas berbagai masakan khas Banten, lengkap dengan resep dan cara memasak yang mempertahankan cita rasa asli.",Tata Boga,User92,Fajar Azis,9,Sangat baik dan bermanfaat,2015
163,Pengolahan Makanan Internasional,Buku ini memberikan panduan dalam pengolahan makanan internasional dengan cita rasa otentik dan teknik memasak yang benar.,Tata Boga,User25,Dian Haryanto,8,"Kurang mendalam, tetapi cukup bagus",2020
164,Resep Makanan Vegetarian Modern,"Buku ini menyajikan resep makanan vegetarian modern yang sehat dan bergizi, cocok untuk gaya hidup aktif.",Tata Boga,User191,Siti Haryanto,9,"Kurang mendalam, tetapi cukup bagus",2019
165,Teknik Mengolah Ikan Air Tawar,"Buku ini menawarkan teknik mengolah ikan air tawar untuk berbagai jenis masakan, dari yang sederhana hingga yang kompleks.",Tata Boga,User179,Indra Siregar,8,Sangat baik dan bermanfaat,2020
166,Masakan Khas Gorontalo,"Buku ini mengulas berbagai masakan khas Gorontalo, dilengkapi dengan resep dan cara memasak yang otentik.",Tata Boga,User182,Dian Santoso,8,Buku ini cukup membantu,2021
167,Pengolahan Makanan Non-Tradisional,Buku ini membahas teknik pengolahan makanan non-tradisional dengan cita rasa yang inovatif dan modern.,Tata Boga,User183,Indra Purnomo,10,Informasinya sangat lengkap,2016
168,Resep Makanan Penutup Unik,Buku ini menyajikan resep makanan penutup unik dengan rasa dan presentasi yang menarik.,Tata Boga,User174,Rizky Kusuma,7,Informasinya sangat lengkap,2016
169,Teknik Mengolah Daging Ayam,Buku ini mengajarkan teknik mengolah daging ayam dengan cara yang sehat dan tetap mempertahankan cita rasa.,Tata Boga,User146,Budi Haryanto,7,"Kurang mendalam, tetapi cukup bagus",2016
170,Masakan Khas Ternate,"Buku ini mengulas berbagai masakan khas Ternate, dilengkapi dengan resep dan teknik memasak yang otentik.",Tata Boga,User184,Budi Azis,10,"Kurang mendalam, tetapi cukup bagus",2019
171,Pengolahan Makanan Sederhana,Buku ini memberikan panduan sederhana untuk mengolah berbagai jenis makanan dengan cara yang praktis dan mudah.,Tata Boga,User196,Dian Purnomo,8,Buku ini cukup membantu,2015
172,Resep Makanan Penutup Sehat,Buku ini menyajikan resep makanan penutup sehat yang cocok untuk diet dan gaya hidup sehat.,Tata Boga,User57,Rizky Haryanto,7,Materinya menarik dan mudah dipahami,2017
173,Teknik Mengolah Sayur,Buku ini mengajarkan teknik mengolah sayur agar tetap bernutrisi dan lezat.,Tata Boga,User13,Dian Santoso,10,Sangat baik dan bermanfaat,2016
174,Masakan Khas Madura,"Buku ini mengulas berbagai masakan khas Madura, lengkap dengan resep dan cara memasak yang mempertahankan cita rasa asli.",Tata Boga,User57,Indra Pratama,9,"Kurang mendalam, tetapi cukup bagus",2016
175,Pengolahan Buah,Buku ini memberikan panduan dalam pengolahan buah untuk berbagai jenis hidangan dan camilan.,Tata Boga,User106,Dian Santoso,7,Informasinya sangat lengkap,2015
176,Resep Makanan Vegan,"Buku ini menyajikan resep makanan vegan yang sehat dan bergizi, dengan variasi yang menarik dan lezat.",Tata Boga,User69,Indra Kusuma,9,Buku ini cukup membantu,2021
177,Teknik Mengolah Bumbu,Buku ini mengajarkan teknik mengolah bumbu agar masakan lebih lezat dan kaya rasa.,Tata Boga,User93,Budi Kusuma,7,Informasinya sangat lengkap,2019
178,Masakan Khas Minang,"Buku ini mengulas berbagai masakan khas Minang, dilengkapi dengan resep dan cara memasak yang otentik.",Tata Boga,User20,Indra Putra,9,Materinya menarik dan mudah dipahami,2015
179,Pengolahan Bahan Baku Lokal,Buku ini menawarkan panduan dalam pengolahan bahan baku lokal untuk dijadikan berbagai masakan yang lezat dan bernutrisi.,Tata Boga,User6,Ayu Haryanto,10,"Kurang mendalam, tetapi cukup bagus",2017
180,Resep Makanan Sehat Modern,Buku ini menyajikan resep makanan sehat modern yang cocok untuk gaya hidup aktif dan sehat.,Tata Boga,User157,Ayu Kusuma,9,Buku ini cukup membantu,2015
181,Teknik Mengolah Makanan Lezat,Buku ini mengajarkan teknik mengolah makanan lezat dengan cara yang benar dan sehat.,Tata Boga,User73,Fajar Rahman,8,Materinya menarik dan mudah dipahami,2019
182,Masakan Khas Jawa Barat,"Buku ini membahas berbagai masakan khas dari Jawa Barat, lengkap dengan resep dan cara memasak yang otentik.",Tata Boga,User127,Dian Haryanto,7,Materinya menarik dan mudah dipahami,2017
183,Pengolahan Makanan Khas Daerah,Buku ini memberikan panduan dalam pengolahan makanan khas daerah dengan cita rasa yang otentik dan teknik memasak yang benar.,Tata Boga,User33,Rizky Putra,10,"Kurang mendalam, tetapi cukup bagus",2023
184,Resep Masakan Sederhana,Buku ini menyajikan resep masakan sederhana yang mudah dibuat namun tetap lezat dan bergizi.,Tata Boga,User194,Ayu Kusuma,8,Buku ini cukup membantu,2018
185,Teknik Memasak Ayam,Buku ini mengajarkan teknik memasak ayam dengan berbagai variasi resep yang lezat.,Tata Boga,User176,Rizky Pratama,10,Informasinya sangat lengkap,2019
186,Masakan Khas Bali Modern,"Buku ini mengulas berbagai masakan khas Bali modern, lengkap dengan resep dan teknik memasak yang inovatif.",Tata Boga,User1,Siti Haryanto,8,Buku ini cukup membantu,2019
187,Pengolahan Makanan Khas Bali,Buku ini memberikan panduan dalam pengolahan makanan khas Bali dengan cara yang otentik dan mempertahankan cita rasa asli.,Tata Boga,User123,Indra Putra,9,Informasinya sangat lengkap,2017
188,Resep Makanan Sehat Tradisional,Buku ini menyajikan resep makanan sehat tradisional yang diwariskan dari generasi ke generasi.,Tata Boga,User136,Fajar Pratama,10,"Kurang mendalam, tetapi cukup bagus",2021
189,Teknik Mengolah Seafood Modern,Buku ini mengajarkan teknik mengolah seafood modern dengan cara yang sehat dan tetap mempertahankan rasa asli.,Tata Boga,User123,Hilmi Putra,9,Buku ini cukup membantu,2018
190,Masakan Khas Yogyakarta,"Buku ini mengulas berbagai masakan khas Yogyakarta, lengkap dengan resep dan cara memasak yang mempertahankan cita rasa asli.",Tata Boga,User9,Fajar Rahman,7,Sangat baik dan bermanfaat,2016
191,Pengolahan Makanan Laut Modern,Buku ini memberikan panduan dalam pengolahan makanan laut modern dengan teknik yang inovatif.,Tata Boga,User133,Yusuf Purnomo,10,Sangat baik dan bermanfaat,2018
192,Resep Minuman Tradisional,"Buku ini menyajikan resep minuman tradisional yang segar dan lezat, cocok untuk berbagai acara.",Tata Boga,User99,Hilmi Azis,8,Informasinya sangat lengkap,2018
193,Teknik Mengolah Makanan Modern,Buku ini mengajarkan teknik mengolah makanan modern dengan cara yang sehat dan tetap mempertahankan cita rasa.,Tata Boga,User86,Ayu Kusuma,7,Informasinya sangat lengkap,2019
194,Masakan Khas Riau,"Buku ini mengulas berbagai masakan khas dari Riau, dilengkapi dengan resep dan cara memasak yang otentik.",Tata Boga,User183,Ahmad Kusuma,8,Sangat baik dan bermanfaat,2018
195,Pengolahan Makanan Khas Riau,Buku ini memberikan panduan dalam pengolahan makanan khas Riau dengan cara yang otentik dan mempertahankan cita rasa asli.,Tata Boga,User102,Ahmad Purnomo,9,Buku ini cukup membantu,2023
196,Resep Minuman Khas,"Buku ini menyajikan resep minuman khas dari berbagai daerah, dengan rasa yang unik dan khas.",Tata Boga,User131,Indra Kusuma,9,Buku ini cukup membantu,2018
197,Teknik Membuat Minuman Sehat,Buku ini mengajarkan teknik membuat minuman sehat yang cocok untuk diet dan gaya hidup sehat.,Tata Boga,User176,Rizky Putra,9,Materinya menarik dan mudah dipahami,2016
198,Desain Jaringan Skala Besar,"Buku ini membahas desain jaringan skala besar, termasuk teknologi dan strategi yang diperlukan untuk membangun infrastruktur yang handal.",Teknik Komputer dan Jaringan,User144,Yusuf Purnomo,8,Sangat baik dan bermanfaat,2018
199,Teknologi Jaringan 5G,"Buku ini mengulas teknologi jaringan 5G, mencakup inovasi dan aplikasi dalam berbagai sektor industri.",Teknik Komputer dan Jaringan,User176,Rizky Putra,8,Materinya menarik dan mudah dipahami,2016
200,Pengamanan Data di Jaringan,"Buku ini memberikan panduan dalam pengamanan data di jaringan, mencakup teknik-teknik untuk melindungi informasi dari ancaman cyber.",Teknik Komputer dan Jaringan,User95,Indra Azis,8,Sangat baik dan bermanfaat,2021
201,Optimasi Jaringan WAN,Buku ini membahas cara optimasi jaringan WAN untuk meningkatkan efisiensi dan kinerja.,Teknik Komputer dan Jaringan,User165,Rizky Haryanto,8,Buku ini cukup membantu,2017
202,Implementasi VLAN,Buku ini memberikan panduan lengkap dalam implementasi VLAN untuk segmentasi jaringan yang lebih baik.,Teknik Komputer dan Jaringan,User4,Ayu Kusuma,10,Buku ini cukup membantu,2015
203,Monitoring Jaringan dengan SNMP,Buku ini mengajarkan teknik monitoring jaringan menggunakan SNMP untuk memastikan kinerja jaringan yang optimal.,Teknik Komputer dan Jaringan,User77,Siti Azis,9,Materinya menarik dan mudah dipahami,2018
204,Manajemen Trafik Jaringan,Buku ini membahas cara mengelola trafik jaringan untuk memastikan efisiensi dan kecepatan transfer data.,Teknik Komputer dan Jaringan,User174,Indra Putra,7,Informasinya sangat lengkap,2017
205,Jaringan Komputer untuk Pemula,Buku ini adalah panduan dasar untuk pemula dalam memahami dan membangun jaringan komputer.,Teknik Komputer dan Jaringan,User13,Indra Putra,8,Informasinya sangat lengkap,2022
206,Panduan Konfigurasi VPN,Buku ini memberikan panduan konfigurasi VPN untuk keamanan dan privasi dalam jaringan.,Teknik Komputer dan Jaringan,User67,Indra Pratama,8,Informasinya sangat lengkap,2016
207,Arsitektur Jaringan Berbasis Cloud,"Buku ini membahas arsitektur jaringan berbasis cloud, termasuk manfaat dan tantangan dalam penerapannya.",Teknik Komputer dan Jaringan,User189,Fajar Rahman,10,Materinya menarik dan mudah dipahami,2021
208,Pengelolaan Data Center,"Buku ini memberikan panduan dalam pengelolaan data center, mencakup infrastruktur, operasi, dan keamanan.",Teknik Komputer dan Jaringan,User112,Yusuf Purnomo,9,Informasinya sangat lengkap,2016
209,Teknologi Fiber Optik,Buku ini mengulas teknologi fiber optik dan penerapannya dalam jaringan komunikasi modern.,Teknik Komputer dan Jaringan,User7,Budi Kusuma,8,Materinya menarik dan mudah dipahami,2018
210,Jaringan Wireless Mesh,Buku ini menjelaskan konsep jaringan wireless mesh dan bagaimana mengoptimalkannya untuk cakupan yang luas dan stabil.,Teknik Komputer dan Jaringan,User36,Budi Kusuma,7,Materinya menarik dan mudah dipahami,2019
211,Pengaturan Load Balancer,Buku ini memberikan panduan dalam pengaturan load balancer untuk distribusi beban kerja yang efisien di jaringan.,Teknik Komputer dan Jaringan,User72,Ayu Haryanto,9,"Kurang mendalam, tetapi cukup bagus",2022
212,Jaringan Peer-to-Peer,Buku ini membahas konsep jaringan peer-to-peer dan cara mengoptimalkan penggunaannya.,Teknik Komputer dan Jaringan,User84,Indra Azis,9,Informasinya sangat lengkap,2017
213,Perencanaan Kapasitas Jaringan,Buku ini mengajarkan teknik perencanaan kapasitas jaringan untuk memastikan kinerja yang optimal.,Teknik Komputer dan Jaringan,User16,Rizky Pratama,9,Informasinya sangat lengkap,2017
214,Koneksi Jaringan Satelit,Buku ini mengulas teknologi koneksi jaringan satelit dan aplikasi-aplikasinya dalam komunikasi jarak jauh.,Teknik Komputer dan Jaringan,User187,Indra Putra,10,Informasinya sangat lengkap,2019
215,Troubleshooting Wireless Network,"Buku ini memberikan panduan troubleshooting untuk jaringan wireless, mencakup identifikasi dan penyelesaian masalah umum.",Teknik Komputer dan Jaringan,User157,Dian Azis,10,"Kurang mendalam, tetapi cukup bagus",2022
216,Keamanan di Internet of Things,Buku ini membahas keamanan dalam Internet of Things (IoT) dan teknik melindungi perangkat IoT dari ancaman cyber.,Teknik Komputer dan Jaringan,User160,Ahmad Wijaya,10,Informasinya sangat lengkap,2019
217,Jaringan Sensor Nirkabel,"Buku ini mengulas jaringan sensor nirkabel, termasuk desain dan aplikasi dalam berbagai industri.",Teknik Komputer dan Jaringan,User29,Ayu Pratama,9,Buku ini cukup membantu,2015
218,Topologi Jaringan Terdistribusi,Buku ini memberikan panduan dalam merancang topologi jaringan terdistribusi yang efisien dan aman.,Teknik Komputer dan Jaringan,User20,Indra Kusuma,7,Materinya menarik dan mudah dipahami,2019
219,Manajemen Jaringan MikroTik,"Buku ini memberikan panduan dalam manajemen jaringan menggunakan MikroTik, mencakup konfigurasi dan pengoptimalan jaringan.",Teknik Komputer dan Jaringan,User73,Budi Azis,7,"Kurang mendalam, tetapi cukup bagus",2016
220,Pengaturan Keamanan di Cisco,Buku ini membahas cara pengaturan keamanan di perangkat Cisco untuk melindungi jaringan dari ancaman.,Teknik Komputer dan Jaringan,User87,Indra Putra,10,Buku ini cukup membantu,2016
221,Otomatisasi Jaringan dengan Ansible,Buku ini mengajarkan teknik otomatisasi jaringan menggunakan Ansible untuk meningkatkan efisiensi manajemen jaringan.,Teknik Komputer dan Jaringan,User6,Hilmi Rahman,10,Buku ini cukup membantu,2022
222,Pemantauan Kinerja Jaringan,Buku ini memberikan panduan pemantauan kinerja jaringan untuk memastikan operasi yang efisien dan deteksi dini masalah.,Teknik Komputer dan Jaringan,User174,Yusuf Haryanto,8,Sangat baik dan bermanfaat,2021
223,Penggunaan IDS/IPS dalam Jaringan,Buku ini membahas penggunaan IDS/IPS dalam jaringan untuk deteksi dan pencegahan intrusi.,Teknik Komputer dan Jaringan,User160,Indra Putra,10,Informasinya sangat lengkap,2022
224,Integrasi Jaringan dengan DevOps,Buku ini mengajarkan cara mengintegrasikan jaringan dengan DevOps untuk mempercepat pengembangan dan operasional IT.,Teknik Komputer dan Jaringan,User191,Dian Santoso,8,Sangat baik dan bermanfaat,2015
225,Pemulihan Bencana di Jaringan,"Buku ini memberikan panduan dalam pemulihan bencana di jaringan, mencakup perencanaan dan implementasi solusi DR.",Teknik Komputer dan Jaringan,User67,Rizky Putra,10,"Kurang mendalam, tetapi cukup bagus",2017
226,Teknik Load Balancing,Buku ini mengajarkan teknik load balancing untuk distribusi beban kerja yang optimal di seluruh jaringan.,Teknik Komputer dan Jaringan,User97,Ayu Pratama,10,"Kurang mendalam, tetapi cukup bagus",2018
227,Optimasi Protokol Routing,Buku ini membahas cara optimasi protokol routing untuk memastikan efisiensi dan kecepatan pengiriman data.,Teknik Komputer dan Jaringan,User171,Hilmi Putra,9,Informasinya sangat lengkap,2021
228,Keamanan Jaringan di Cloud,"Buku ini memberikan panduan dalam menjaga keamanan jaringan di lingkungan cloud, mencakup teknik dan alat yang diperlukan.",Teknik Komputer dan Jaringan,User34,Hilmi Putra,9,Buku ini cukup membantu,2016
229,Pengelolaan Server DNS,"Buku ini memberikan panduan dalam pengelolaan server DNS, termasuk konfigurasi dan pemeliharaan untuk kinerja optimal.",Teknik Komputer dan Jaringan,User91,Dian Purnomo,9,Informasinya sangat lengkap,2021
